Name,Genre,Publisher,Year,Global_Sales,Decade,FranchiseTag
art of fighting 3 the path of the warrior,fighting,snk,1996,0.04,1990,1
art of fighting anthology,fighting,crave entertainment,2006,0.04,2000,0
arthur and the invisibles,adventure,atari,2007,0.03,2000,0
arthur ready to race,racing,the learning company,2000,0.05,2000,0
arx fatalis,roleplaying,mindscape,2003,0.05,2000,0
ash archaic sealed heat,roleplaying,nintendo,2007,0.12,2000,0
ashes cricket 2009,sports,codemasters,2009,0.61,2000,0
asphalt 3d,racing,ubisoft,2011,0.49,2010,0
asphalt injection,action,ubisoft,2011,0.23,2010,0
asphalt urban gt,racing,ubisoft,2004,0.6,2000,0
asphalt urban gt 2,racing,ubisoft,2006,0.14,2000,1
assassination classroom grand siege on kurosensei,action,namco bandai games,2015,0.13,2010,0
assassins creed,adventure,ubisoft,2007,11.3,2000,0
assassins creed altairs chronicles,platform,ubisoft,2008,0.05,2000,0
assassins creed bloodlines,action,ubisoft,2009,1.24,2000,0
assassins creed brotherhood,action,ubisoft,2010,6.93,2010,0
assassins creed chronicles,action,ubisoft,2016,0.21,2010,0
assassins creed chronicles china,action,ubisoft,2015,0.04,2010,0
assassins creed ii,action,ubisoft,2009,11.41,2000,1
assassins creed ii discovery,action,ubisoft,2009,0.28,2000,1
assassins creed iii,action,ubisoft,2012,13.1,2010,1
assassins creed iii liberation,action,ubisoft,2012,1.47,2010,1
assassins creed iv black flag,action,ubisoft,2013,13.16,2010,1
assassins creed revelations,action,ubisoft,2011,9.190000000000001,2010,0
assassins creed rogue,action,ubisoft,2014,2.49,2010,0
assassins creed syndicate,action,ubisoft,2015,4.76,2010,0
assassins creed unity,action,ubisoft,2014,7.93,2010,0
assault,action,bomb,1982,0.22,1980,0
assault retribution,action,telstar,1998,0.13,1990,0
assault rigs,action,electronic arts victor,1996,0.04,1990,0
assault suit leynos,shooter,rising star games,2016,0.02,2010,0
assetto corsa,racing,505 games,2016,0.060000000000000005,2010,0
asterix  obelix kick buttix,action,atari,2004,0.03,2000,0
asteroids,shooter,atari,1980,5.459999999999999,1980,0
asteroids hyper 64,shooter,crave entertainment,1999,0.16,1990,0
astonishia story,roleplaying,ubisoft,2006,0.03,2000,0
astro boy,action,sega,2004,0.09,2000,0
astro boy omega factor,action,thq,2003,0.09,2000,0
astro boy the video game,action,d3publisher,2009,0.36,2000,0
astroblast,action,mattel interactive,1981,0.31,1980,0
astrology ds,misc,deep silver,2009,0.04,2000,0
asuras wrath,action,capcom,2012,0.6499999999999999,2010,0
atari anniversary advance,misc,atari,2002,0.18,2000,0
atari anniversary edition redux,misc,infogrames,2000,0.18,2000,0
atari anthology,misc,atari,2004,0.65,2000,0
atari classics evolved,misc,atari,2007,0.09,2000,0
ataris greatest hits volume 1,misc,atari,2010,0.14,2010,0
ataris greatest hits volume 2,misc,atari,2011,0.06,2010,1
atelier annie alchemists of sera island,roleplaying,gust,2009,0.12,2000,0
atelier ayesha the alchemist of dusk,roleplaying,tecmo koei,2012,0.32,2010,0
atelier escha  logy alchemists of the dusk sky,roleplaying,tecmo koei,2013,0.26,2010,0
atelier iris 2 the azoth of destiny,roleplaying,tecmo koei,2005,0.06,2000,1
atelier iris 3 grand phantasm jp sales,roleplaying,tecmo koei,2006,0.04,2000,1
atelier iris 3 grand phantasm us sales,roleplaying,tecmo koei,2006,0.29,2000,1
atelier iris eternal mana,roleplaying,tecmo koei,2004,0.15,2000,0
atelier meruru alchemist of arland 3,roleplaying,nippon ichi software,2011,0.3,2010,1
atelier rorona alchemist of arland,roleplaying,nippon ichi software,2009,0.55,2000,0
atelier shallie alchemists of the dusk sea,roleplaying,tecmo koei,2014,0.2,2010,0
atelier shallie plus alchemists of the dusk sea,roleplaying,tecmo koei,2016,0.03,2010,0
atelier sophie the alchemist of the mysterious book,roleplaying,tecmo koei,2015,0.19,2010,0
atelier totori the adventurer of arland,roleplaying,nippon ichi software,2010,0.52,2010,0
athens 2004,sports,sony computer entertainment,2004,0.27,2000,0
atlantic quest,puzzle,avanquest,2011,0.02,2010,0
atlantis,shooter,imagic,1981,1.27,1980,0
atomic betty,puzzle,atari,2005,0.03,2000,0
atrain,simulation,sony computer entertainment,1995,0.08,1990,0
atrain 6,strategy,midas interactive entertainment,2000,0.06,2000,1
atrain city simulator,simulation,artdink,2014,0.06,2010,0
attack of the movies 3d,shooter,majesco entertainment,2010,0.15,2010,0
attack on titan humanity in chains,action,screenlife,2013,0.41,2010,0
attack on titan koei,action,tecmo koei,2016,0.42000000000000004,2010,0
atv offroad fury,racing,sony computer entertainment,2001,2.41,2000,0
atv offroad fury 2,racing,thq,2002,2.18,2000,1
atv offroad fury 3,racing,southpeak games,2004,1.2,2000,1
atv offroad fury blazin trails,racing,southpeak games,2005,0.57,2000,0
atv offroad fury pro,racing,sony computer entertainment,2006,0.46,2000,0
atv quad frenzy,racing,majesco entertainment,2005,0.11,2000,0
atv quad kings,racing,zoo digital publishing,2009,0.33,2000,0
atv quad power racing,racing,acclaim entertainment,2000,1.3,2000,0
atv quad power racing 2,racing,acclaim entertainment,2003,1.57,2000,1
atvmonster truck mayhem,racing,destination software inc,2007,0.36,2000,0
auto destruct,action,electronic arts,1998,0.08,1990,0
auto modellista,racing,capcom,2002,0.42000000000000004,2000,0
automobili lamborghini,racing,titus,1997,0.47,1990,0
avalon code,roleplaying,rising star games,2008,0.24,2000,0
avatar the game,action,ubisoft,2009,3.48,2000,0
avatar the last airbender,adventure,thq,2006,1.23,2000,0
avatar the last airbender  into the inferno,adventure,thq,2008,0.5700000000000001,2000,0
avatar the last airbender  the burning earth,action,thq,2007,1.1600000000000001,2000,0
away shuffle dungeon,roleplaying,majesco entertainment,2008,0.03,2000,0
azada,puzzle,licensed 4u,2012,0.02,2010,0
azure dreams,roleplaying,konami digital entertainment,1997,0.13,1990,0
azure striker gunvolt striker pack,action,inti creates,2016,0.01,2010,0
azurik rise of perathia,action,microsoft game studios,2001,0.24,2000,0
b17 fortress in the sky,simulation,dsi games,2007,0.02,2000,0
baby pals,simulation,thq,2007,0.28,2000,0
babysitting mama,simulation,505 games,2010,0.5,2010,0
babysitting mania,simulation,majesco entertainment,2008,0.26,2000,0
back at the barnyard slop bucket games,sports,thq,2008,0.14,2000,0
back to the future the game,adventure,telltale games,2015,0.37,2010,0
backstreet billiards,misc,ascii entertainment,1998,0.34,1990,0
backyard baseball,sports,atari,2004,1.05,2000,0
backyard baseball 09,sports,atari,2008,0.19,2000,0
backyard baseball 10,sports,atari,2009,0.4,2000,0
backyard baseball 2006,sports,atari,2005,0.35,2000,0
backyard basketball,sports,atari,2004,0.18,2000,0
backyard hockey,sports,atari,2003,0.27,2000,0
backyard nba basketball,sports,atari,2003,0.6599999999999999,2000,0
backyard nfl football,sports,infogrames,2002,0.8700000000000001,2000,0
backyard nfl football 08,sports,atari,2007,0.06,2000,0
backyard nfl football 09,sports,atari,2008,0.46,2000,0
backyard nfl football 10,sports,atari,2009,0.34,2000,0
backyard nfl football 2006,sports,atari,2005,0.23,2000,0
backyard skateboarding 2006,sports,atari,2004,0.06,2000,0
backyard soccer,sports,infogrames,2001,0.13,2000,0
backyard sports football rookie rush,sports,atari,2010,0.42000000000000004,2010,0
backyard sports sandlot sluggers,sports,atari,2010,0.4,2010,0
backyard wrestling 2 there goes the neighborhood,fighting,eidos interactive,2004,0.4,2000,1
backyard wrestling dont try this at home,fighting,eidos interactive,2003,0.77,2000,0
bad apple wars,action,idea factory,2015,0.03,2010,0
bad boys miami takedown,shooter,empire interactive,2004,1.38,2000,0
bae yongjoon to manabu kankokugo ds,misc,d3publisher,2009,0.03,2000,0
bahamut lagoon,roleplaying,squaresoft,1996,0.62,1990,0
baja edge of control,racing,thq,2008,0.41000000000000003,2000,0
bakemonogatari portable,action,namco bandai games,2012,0.05,2010,0
baku baku,puzzle,sega,1995,0.05,1990,0
bakugan battle brawlers,action,activision,2009,2.98,2000,0
bakugan battle brawlers defenders of the core,action,activision,2010,1.13,2010,0
bakugan battle trainer,action,activision,2010,0.13,2010,0
bakugan rise of the resistance,strategy,activision,2011,0.09,2010,0
bakumatsu koihana shinsengumi ds,adventure,d3publisher,2008,0.01,2000,0
bakumatsu renka karyuu kenshiden,adventure,d3publisher,2007,0.02,2000,0
bakumatsu rock,action,marvelous entertainment,2014,0.01,2010,0
bakumatsu rock ultra soul,misc,marvelous interactive,2014,0.03,2010,0
bakusou dekotora densetsu otoko ippiki yume kaidoi,racing,human entertainment,1998,0.38,1990,0
bakusou kyoudai lets  go eternal wings,racing,jaleco,1998,0.05,1990,0
baldurs gate dark alliance,roleplaying,virgin interactive,2001,1.61,2000,0
baldurs gate dark alliance ii,roleplaying,interplay,2004,0.9400000000000001,2000,1
ball breakers,action,taketwo interactive,2000,0.18,2000,0
ballblazer champions,sports,cto spa,1997,0.02,1990,0
ballistic,puzzle,atari,1999,0.04,1990,0
ballistic ecks vs sever,shooter,bam entertainment,2002,0.1,2000,0
balloon fight,platform,nintendo,1985,0.92,1980,0
balloon pop,puzzle,ufo interactive,2009,0.19,2000,0
balloon pop 2,puzzle,ufo interactive,2012,0.01,2010,1
balls of fury,sports,zoo digital publishing,2007,0.04,2000,0
band hero,misc,activision,2009,3.4,2000,0
bangaio spirits,shooter,d3publisher,2008,0.08,2000,0
banjokazooie,platform,nintendo,1998,3.6599999999999997,1990,0
banjokazooie gruntys revenge,platform,thq,2003,0.33,2000,0
banjokazooie nuts  bolts,platform,microsoft game studios,2008,0.78,2000,0
banjopilot,racing,thq,2005,0.1,2000,0
banjotooie,platform,nintendo,2000,1.49,2000,0
bank heist,action,20th century fox video games,1982,0.34,1980,0
banushi life game winners circle,sports,genki,2007,0.04,2000,0
barbarian,fighting,titus,2002,0.14,2000,0
barbie and her sisters puppy rescue,action,namco bandai games,2015,0.13,2010,0
barbie and the magic of pegasus,action,vivendi games,2005,0.09,2000,0
barbie and the three musketeers,adventure,activision,2009,0.36,2000,0
barbie as the island princess,adventure,activision,2007,1.11,2000,0
barbie as the princess and the pauper,adventure,vivendi games,2004,0.02,2000,0
barbie explorer,platform,unknown,2001,0.14,2000,0
barbie fashion show an eye for style,misc,activision,2008,0.21,2000,0
barbie groom and glam pups,action,thq,2010,0.66,2010,0
barbie groovy games,misc,universal interactive,2002,0.56,2000,0
barbie horse adventures blue ribbon race,sports,knowledge adventure,2003,0.37,2000,0
barbie horse adventures riding camp,sports,activision,2008,0.9400000000000001,2000,0
barbie horse adventures wild horse rescue,sports,universal interactive,2003,0.55,2000,0
barbie in the 12 dancing princesses,adventure,activision,2007,0.11,2000,0
barbie jet set  style,misc,thq,2011,0.72,2010,0
barbie race  ride,action,sony computer entertainment,1999,0.59,1990,0
barbie super sports,sports,mattel interactive,1999,0.22,1990,0
barbie superpack secret agent  groovy games,misc,vivendi games,2005,0.15,2000,0
barnstorming,action,activision,1981,0.43,1980,0
barnyard,action,thq,2006,0.3,2000,0
barnyard blast swine of the night,platform,big ben interactive,2008,0.02,2000,0
baroque,roleplaying,rising star games,2007,0.21000000000000002,2000,0
baseball,sports,nintendo,1983,4.8100000000000005,1980,0
baseball advance,sports,sega,2002,0.13,2000,0
baseball blast,sports,taketwo interactive,2009,0.15,2000,0
bases loaded 96 double header,sports,jaleco,1995,0.5,1990,0
basketball hall of fame ultimate hoops challenge,sports,zoo games,2010,0.07,2010,0
bass hunter 64,sports,taketwo interactive,1999,0.31,1990,0
bass landing,sports,ascii entertainment,1999,0.62,1990,0
bass pro shops the hunt,sports,xs games,2010,0.32999999999999996,2010,0
bass pro shops the strike,sports,xs games,2009,0.7,2000,0
bass rise,sports,namco bandai games,1999,0.05,1990,0
bass strike,sports,thq,2001,0.28,2000,0
bassmasters 2000,sports,thq,1999,0.14,1990,0
bastard utsuro naru kamigami no utsuwa,roleplaying,seta corporation,1996,0.21,1990,0
baten kaitos eternal wings and the lost ocean,roleplaying,nintendo,2003,0.27,2000,0
baten kaitos origins,roleplaying,unknown,2006,0.1,2000,0
batman  robin,action,acclaim entertainment,1998,0.11,1990,0
batman a telltale game series,adventure,telltale games,2016,0.05,2010,0
batman arkham asylum,action,eidos interactive,2009,8.07,2000,0
batman arkham city,action,warner bros interactive entertainment,2011,11.2,2010,0
batman arkham knight,action,warner bros interactive entertainment,2015,5.37,2010,0
batman arkham origins,action,warner bros interactive entertainment,2013,4.97,2010,0
batman arkham origins blackgate,action,warner bros interactive entertainment,2013,0.8,2010,0
batman begins,action,electronic arts,2005,1.09,2000,0
batman beyond return of the joker,action,ubisoft,2000,0.26,2000,0
batman dark tomorrow,action,kemco,2003,0.19,2000,0
batman forever the arcade game,action,acclaim entertainment,1996,0.03,1990,0
batman gotham city racer,racing,ubisoft,2001,0.05,2000,0
batman rise of sin tzu,action,ubisoft,2003,0.59,2000,0
batman the brave and the bold the videogame,action,warner bros interactive entertainment,2010,0.6,2010,0
batman vengeance,adventure,ubisoft,2001,0.99,2000,0
battalion wars,strategy,nintendo,2005,0.4,2000,0
battalion wars 2,strategy,nintendo,2007,0.35,2000,1
battle  get pokemon typing ds,misc,nintendo,2011,0.29,2010,0
battle arena toshinden,fighting,sony computer entertainment,1994,1.27,1990,0
battle arena toshinden 2,fighting,sony computer entertainment,1995,0.71,1990,1
battle arena toshinden 3,fighting,sony computer entertainment,1996,0.27,1990,1
battle arena toshinden remix,fighting,sega,1994,0.12,1990,0
battle arena toshinden ura,fighting,sega,1995,0.03,1990,0
battle assault 3 featuring gundam seed,action,namco bandai games,2004,0.03,2000,1
battle commander hachibushu shura no heihou,strategy,banpresto,1991,0.18,1990,0
battle dodge ball,sports,banpresto,1991,0.33,1990,0
battle engine aquila,shooter,atari,2003,0.05,2000,0
battle fantasia,fighting,505 games,2008,0.09999999999999999,2000,0
battle hunter,strategy,midas interactive entertainment,1999,0.04,1990,0
battle of giants dinosaurs,strategy,ubisoft,2008,0.83,2000,0
battle of giants dinosaurs strike,strategy,ubisoft,2010,0.2,2010,0
battle of giants dragons,strategy,ubisoft,2009,0.63,2000,0
battle of giants mutant insects,strategy,ubisoft,2010,0.27,2010,0
battle princess of arcadias,roleplaying,nippon ichi software,2013,0.02,2010,0
battle rage,shooter,popcorn arcade,2008,0.04,2000,0
battle soccer field no hasha,sports,banpresto,1992,0.16,1990,0
battle spirits digital starter,roleplaying,namco bandai games,2010,0.04,2010,0
battle spirits heros soul,roleplaying,namco bandai games,2010,0.02,2010,0
battle spirits kiseki no hasha,roleplaying,namco bandai games,2009,0.02,2000,0
battle stadium don,fighting,namco bandai games,2006,0.24,2000,0
battle stations,strategy,electronic arts,1997,0.78,1990,0
battle vs chess,misc,topware interactive,2011,0.03,2010,0
battle worlds kronos,strategy,nordic games,2016,0.01,2010,0
battleborn,shooter,taketwo interactive,2016,0.42000000000000004,2010,0
battlebots beyond the battlebox,action,vivendi games,2002,0.06,2000,0
battlebots design  destroy,action,majesco entertainment,2003,0.44,2000,0
battlefield 1942,shooter,electronic arts,2002,0.03,2000,0
battlefield 1942 the ww ii anthology,shooter,electronic arts,2004,0.03,2000,1
battlefield 2,shooter,electronic arts,2005,0.08,2000,1
battlefield 2 modern combat,shooter,electronic arts,2005,1.4100000000000001,2000,1
battlefield 2 modern combatjp sales,shooter,electronic arts,2005,0.02,2000,1
battlefield 2142,shooter,electronic arts,2006,0.03,2000,0
battlefield 3,shooter,electronic arts,2011,17.36,2010,1
battlefield 4,shooter,electronic arts,2013,14.03,2010,1
battlefield bad company,shooter,electronic arts,2008,2.81,2000,0
