Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,FranchiseTag,Total_Regional_Sales,Sales_Ratio
228,the lord of the rings the two towers,ps2,2002,action,electronic arts,1.94,1.95,0.08,0.7,4.67,2000,0,4.67,1.0
229,forza motorsport 4,x360,2011,racing,microsoft game studios,2.08,2.04,0.06,0.47,4.64,2010,1,4.6499999999999995,1.0
230,tomb raider,ps,1996,action,eidos interactive,2.29,1.97,0.13,0.24,4.63,1990,0,4.63,1.0
231,guitar hero iii legends of rock,wii,2007,misc,activision,3.06,1.12,0.0,0.44,4.62,2000,1,4.62,1.0
232,the legend of zelda a link to the past,snes,1991,action,nintendo,2.42,0.91,1.15,0.13,4.61,1990,0,4.61,1.0
233,the legend of zelda the wind waker,gc,2002,action,nintendo,2.6,0.99,0.89,0.13,4.6,2000,0,4.609999999999999,1.0
234,mario  sonic at the olympic winter games,wii,2009,sports,sega,1.89,1.99,0.22,0.48,4.58,2000,0,4.58,1.0
235,luigis mansion dark moon,3ds,2013,action,nintendo,1.78,1.39,1.1,0.3,4.58,2010,0,4.569999999999999,1.0
236,splatoon,wiiu,2015,shooter,nintendo,1.55,1.15,1.44,0.43,4.57,2010,0,4.57,1.0
237,the last of us,ps4,2014,action,sony computer entertainment,1.78,1.87,0.07,0.82,4.55,2010,0,4.54,1.0
238,guitar hero iii legends of rock,x360,2007,misc,activision,3.19,0.92,0.01,0.42,4.53,2000,1,4.54,1.0
239,madden nfl 2005,ps2,2004,sports,electronic arts,4.18,0.26,0.01,0.08,4.53,2000,0,4.529999999999999,1.0
240,pitfall,2600,1981,platform,activision,4.21,0.24,0.0,0.05,4.5,1980,0,4.5,1.0
241,madden nfl 07,ps2,2006,sports,electronic arts,3.63,0.24,0.01,0.61,4.49,2000,0,4.49,1.0
242,spiderman the movie,ps2,2002,action,activision,2.71,1.51,0.03,0.23,4.48,2000,0,4.48,1.0
243,dragon quest vii warriors of eden,ps,2000,roleplaying,enix corporation,0.2,0.14,4.1,0.02,4.47,2000,0,4.459999999999999,1.0
244,uncharted the nathan drake collection,ps4,2015,action,sony computer entertainment,1.96,1.69,0.08,0.74,4.47,2010,0,4.47,1.0
245,call of duty advanced warfare,ps3,2014,shooter,activision,1.54,1.94,0.19,0.77,4.45,2010,0,4.4399999999999995,1.0
246,god of war,ps2,2005,action,sony computer entertainment,2.71,1.29,0.02,0.43,4.45,2000,0,4.449999999999999,1.0
247,nintendo land,wiiu,2012,misc,nintendo,2.55,1.11,0.46,0.33,4.44,2010,0,4.45,1.0
248,michael jackson the experience,wii,2010,misc,ubisoft,2.67,1.35,0.01,0.39,4.42,2010,0,4.419999999999999,1.0
249,tony hawks pro skater 3,ps2,2001,sports,activision,2.66,1.29,0.01,0.46,4.41,2000,1,4.42,1.0
250,winning eleven pro evolution soccer 2007,ps2,2006,sports,konami digital entertainment,0.1,2.39,1.05,0.86,4.39,2000,0,4.4,1.0
251,the elder scrolls iv oblivion,x360,2006,roleplaying,taketwo interactive,2.82,1.05,0.13,0.4,4.39,2000,1,4.4,1.0
252,zelda ii the adventure of link,nes,1987,adventure,nintendo,2.19,0.5,1.61,0.08,4.38,1980,1,4.38,1.0
253,need for speed most wanted,ps2,2005,racing,electronic arts,2.03,1.79,0.08,0.47,4.37,2000,0,4.37,1.0
254,resistance fall of man,ps3,2006,shooter,sony computer entertainment,1.73,1.73,0.14,0.75,4.35,2000,0,4.35,1.0
255,sonic the hedgehog,gen,1991,platform,sega,3.03,0.91,0.26,0.13,4.34,1990,0,4.33,1.0
256,kingdom hearts ii,ps2,2005,roleplaying,square enix,2.2,0.58,1.38,0.17,4.33,2000,1,4.33,1.0
257,fifa 14,x360,2013,sports,electronic arts,0.92,2.93,0.01,0.46,4.31,2010,0,4.32,1.0
258,call of duty advanced warfare,x360,2014,shooter,activision,2.75,1.18,0.0,0.37,4.31,2010,0,4.3,1.0
259,asteroids,2600,1980,shooter,atari,4.0,0.26,0.0,0.05,4.31,1980,0,4.31,1.0
260,fable ii,x360,2008,roleplaying,microsoft game studios,2.51,1.27,0.11,0.41,4.31,2000,1,4.3,1.0
261,halo 5 guardians,xone,2015,shooter,microsoft game studios,2.64,1.2,0.03,0.39,4.26,2010,1,4.26,1.0
262,super mario 3d world,wiiu,2013,platform,nintendo,2.11,1.11,0.72,0.3,4.25,2010,0,4.239999999999999,1.0
263,batman arkham asylum,ps3,2009,action,eidos interactive,2.23,1.34,0.07,0.61,4.25,2000,0,4.25,1.0
264,assassins creed revelations,ps3,2011,action,ubisoft,1.41,2.02,0.1,0.72,4.24,2010,0,4.25,1.0
265,namco museum,gba,2001,misc,namco bandai games,3.0,1.11,0.05,0.07,4.24,2000,0,4.23,1.0
266,metal gear solid 3 snake eater,ps2,2004,action,konami digital entertainment,1.46,0.0,0.83,1.93,4.23,2000,1,4.22,1.0
267,daxter,psp,2006,platform,sony computer entertainment,2.45,1.02,0.0,0.75,4.22,2000,0,4.220000000000001,1.0
268,warcraft ii tides of darkness,pc,1995,strategy,activision,1.7,2.27,0.0,0.23,4.21,1990,1,4.2,1.0
269,the legend of zelda ocarina of time,3ds,2011,action,nintendo,2.03,1.27,0.62,0.3,4.21,2010,0,4.22,1.0
270,fifa soccer 06,ps2,2005,sports,electronic arts,0.78,2.55,0.04,0.84,4.21,2000,0,4.21,1.0
271,eyetoy play,ps2,2003,misc,sony computer entertainment,0.88,2.3,0.2,0.83,4.2,2000,0,4.21,1.0
272,uncharted 4 a thiefs end,ps4,2016,shooter,sony computer entertainment,1.3,2.07,0.18,0.65,4.2,2010,1,4.2,1.0
273,gran turismo 5 prologue,ps3,2007,racing,sony computer entertainment,1.28,1.83,0.57,0.53,4.2,2000,1,4.21,1.0
274,assassins creed revelations,x360,2011,action,ubisoft,2.25,1.47,0.04,0.43,4.19,2010,0,4.1899999999999995,1.0
275,street fighter iv,ps3,2009,fighting,capcom,2.02,1.06,0.58,0.53,4.19,2000,1,4.19,1.0
276,fifa 12,x360,2011,sports,electronic arts,0.84,2.79,0.02,0.53,4.19,2010,0,4.18,1.0
277,teenage mutant ninja turtles,nes,1989,action,palcom,3.38,0.44,0.31,0.04,4.17,1980,0,4.17,1.0
278,excitebike,nes,1984,racing,nintendo,2.04,0.48,1.57,0.07,4.16,1980,0,4.16,1.0
279,frogger,ps,1997,action,hasbro interactive,3.79,0.27,0.0,0.11,4.16,1990,0,4.170000000000001,1.0
280,madden nfl 2003,ps2,2002,sports,electronic arts,3.36,0.21,0.01,0.56,4.14,2000,0,4.14,1.0
281,watch dogs,ps4,2014,action,ubisoft,1.4,1.86,0.11,0.77,4.14,2010,0,4.14,1.0
282,halflife,pc,1997,shooter,vivendi games,4.03,0.0,0.09,0.0,4.12,1990,0,4.12,1.0
283,super mario world 2 yoshis island,snes,1995,platform,nintendo,1.65,0.61,1.76,0.09,4.12,1990,1,4.109999999999999,1.0
284,fifa soccer 07,ps2,2006,sports,electronic arts,0.71,2.48,0.03,0.89,4.11,2000,0,4.109999999999999,1.0
285,the legend of zelda skyward sword,wii,2011,action,nintendo,2.14,1.2,0.37,0.4,4.1,2010,0,4.11,1.0
286,street fighter ii turbo,snes,1992,fighting,capcom,1.42,0.51,2.1,0.07,4.1,1990,1,4.1000000000000005,1.0
287,carnival games,wii,2007,misc,taketwo interactive,2.13,1.5,0.05,0.42,4.1,2000,0,4.1,1.0
288,fallout 4,xone,2015,roleplaying,bethesda softworks,2.45,1.26,0.01,0.37,4.09,2010,1,4.09,1.0
289,world of warcraft the burning crusade,pc,2007,roleplaying,activision,2.57,1.52,0.0,0.0,4.09,2000,0,4.09,1.0
290,fallout new vegas,x360,2010,roleplaying,bethesda softworks,2.65,1.06,0.04,0.33,4.08,2010,0,4.08,1.0
291,god of war ii,ps2,2007,action,sony computer entertainment,2.32,0.04,0.04,1.67,4.07,2000,1,4.07,1.0
292,forza motorsport 2,x360,2007,racing,microsoft game studios,2.35,1.28,0.03,0.41,4.06,2000,1,4.069999999999999,1.0
293,world soccer winning eleven 9,ps2,2005,sports,konami digital entertainment,0.12,2.26,0.9,0.77,4.06,2000,1,4.05,1.0
294,namco museum vol3,ps,1996,misc,sony computer entertainment,2.28,1.55,0.16,0.06,4.05,1990,0,4.05,1.0
295,tekken tag tournament,ps2,2000,fighting,namco bandai games,1.68,1.51,0.51,0.35,4.05,2000,0,4.05,1.0
296,far cry 4,ps4,2014,shooter,ubisoft,1.12,2.12,0.1,0.69,4.03,2010,1,4.03,1.0
297,star fox 64,n64,1997,shooter,nintendo,2.78,0.58,0.64,0.04,4.03,1990,0,4.04,1.0
298,minecraft,ps4,2014,misc,sony computer entertainment europe,1.38,1.87,0.12,0.65,4.02,2010,0,4.0200000000000005,1.0
299,golf,nes,1984,sports,nintendo,1.22,0.28,2.46,0.04,4.01,1980,0,4.0,1.0
300,fallout 3,ps3,2008,roleplaying,bethesda softworks,2.15,1.2,0.07,0.59,4.01,2000,1,4.01,1.0
301,professor layton and the diabolical box,ds,2007,puzzle,nintendo,0.92,1.78,0.92,0.37,4.0,2000,0,3.99,1.0
302,left 4 dead 2,x360,2009,shooter,electronic arts,2.67,0.89,0.05,0.37,3.99,2000,1,3.98,1.0
303,namco museum 50th anniversary,ps2,2005,misc,namco bandai games,2.08,1.35,0.0,0.54,3.98,2000,0,3.97,1.0
304,ea sports active,wii,2009,sports,electronic arts,2.1,1.36,0.06,0.4,3.92,2000,0,3.92,1.0
305,assassins creed unity,ps4,2014,action,ubisoft,1.18,1.96,0.08,0.7,3.92,2010,0,3.92,1.0
306,donkey kong land,gb,1994,platform,nintendo,1.97,0.76,1.07,0.11,3.91,1990,0,3.9099999999999997,1.0
307,tony hawks underground,ps2,2003,sports,activision,2.29,1.17,0.01,0.42,3.9,2000,0,3.8899999999999997,1.0
308,assassins creed iv black flag,ps3,2013,action,ubisoft,1.33,1.71,0.13,0.73,3.89,2010,1,3.9,1.0
309,monster hunter 4 ultimate,3ds,2014,roleplaying,nintendo,0.67,0.49,2.62,0.11,3.89,2010,1,3.89,1.0
310,motorstorm,ps3,2006,racing,sony computer entertainment,1.53,1.61,0.06,0.67,3.88,2000,0,3.87,1.0
311,the elder scrolls v skyrim,pc,2011,roleplaying,bethesda softworks,1.15,2.09,0.0,0.64,3.88,2010,1,3.88,1.0
312,tekken 5,ps2,2005,fighting,namco bandai games,0.93,1.94,0.31,0.7,3.87,2000,1,3.88,1.0
313,dragon warrior iii,nes,1988,roleplaying,enix corporation,0.1,0.0,3.77,0.0,3.87,1980,1,3.87,1.0
314,sports champions,ps3,2010,sports,sony computer entertainment,2.12,1.14,0.1,0.51,3.87,2010,0,3.87,1.0
315,nba 2k16,ps4,2015,sports,taketwo interactive,2.48,0.65,0.03,0.69,3.85,2010,0,3.8499999999999996,1.0
316,world soccer winning eleven 8 international,ps2,2004,sports,konami digital entertainment,0.16,1.89,1.12,0.68,3.85,2000,1,3.85,1.0
317,flash focus vision training in minutes a day,ds,2007,misc,nintendo,0.87,1.57,1.05,0.35,3.84,2000,0,3.8400000000000003,1.0
318,namco museum vol1,ps,1995,misc,sony computer entertainment,2.12,1.44,0.22,0.06,3.84,1990,0,3.8400000000000003,1.0
319,the legend of zelda links awakening,gb,1992,action,nintendo,2.21,0.96,0.54,0.13,3.83,1990,0,3.84,1.0
320,mario  luigi bowsers inside story,ds,2009,roleplaying,nintendo,2.26,0.48,0.81,0.27,3.83,2000,0,3.82,1.0
321,big brain academy wii degree,wii,2007,misc,nintendo,1.06,1.93,0.41,0.43,3.82,2000,0,3.8300000000000005,1.0
322,nintendogs  cats,3ds,2011,simulation,nintendo,1.44,1.37,0.73,0.27,3.81,2010,0,3.81,1.0
323,batman arkham knight,ps4,2015,action,warner bros interactive entertainment,1.49,1.58,0.1,0.61,3.79,2010,0,3.7800000000000002,1.0
324,mario  sonic at the london 2012 olympic games,wii,2011,sports,sega,1.14,1.91,0.27,0.46,3.78,2010,0,3.78,1.0
325,lego indiana jones the original adventures,x360,2008,action,activision,2.4,1.03,0.0,0.36,3.78,2000,0,3.7899999999999996,1.0
326,resident evil directors cut,ps,1996,action,virgin interactive,1.82,1.24,0.47,0.25,3.77,1990,0,3.7800000000000002,1.0
327,ratchet  clank size matters,psp,2007,platform,sony computer entertainment,1.4,1.4,0.1,0.87,3.77,2000,0,3.77,1.0
328,just dance 2014,wii,2013,misc,ubisoft,1.98,1.47,0.0,0.32,3.76,2010,0,3.77,1.0
329,the sims unleashed,pc,2002,simulation,electronic arts,2.03,1.56,0.0,0.17,3.76,2000,0,3.76,1.0
330,super paper mario,wii,2007,platform,nintendo,1.98,0.88,0.59,0.32,3.76,2000,0,3.7699999999999996,1.0
331,harry potter and the sorcerers stone,ps,2001,action,electronic arts,1.37,2.0,0.14,0.22,3.73,2000,0,3.7300000000000004,1.0
332,the witcher 3 wild hunt,ps4,2015,roleplaying,namco bandai games,0.96,2.0,0.21,0.56,3.73,2010,1,3.73,1.0
333,resident evil 3 nemesis,ps,1999,action,eidos interactive,1.3,0.77,1.54,0.11,3.72,1990,1,3.72,1.0
334,spyro year of the dragon,ps,2000,platform,sony computer entertainment,1.93,1.58,0.0,0.19,3.71,2000,0,3.6999999999999997,1.0
335,fifa soccer 2005,ps2,2004,sports,electronic arts,0.58,2.48,0.04,0.59,3.7,2000,0,3.69,1.0
336,pokmon trading card game,gb,1998,strategy,nintendo,1.49,0.73,1.38,0.1,3.7,1990,0,3.6999999999999997,1.0
337,battlefield 4,ps3,2013,shooter,electronic arts,1.3,1.51,0.27,0.61,3.69,2010,1,3.69,1.0
338,mysims,ds,2007,simulation,electronic arts,1.59,1.61,0.08,0.41,3.69,2000,0,3.6900000000000004,1.0
339,friend collection,ds,2009,misc,nintendo,0.0,0.0,3.67,0.0,3.67,2000,0,3.67,1.0
340,tony hawks pro skater 4,ps2,2002,sports,activision,2.13,1.18,0.01,0.35,3.67,2000,1,3.6699999999999995,1.0
341,midnight club 3 dub edition,psp,2005,racing,taketwo interactive,1.65,1.22,0.0,0.79,3.66,2000,1,3.66,1.0
342,banjokazooie,n64,1998,platform,nintendo,1.87,1.13,0.55,0.1,3.65,1990,0,3.65,1.0
343,socom us navy seals,ps2,2002,shooter,sony computer entertainment,2.53,0.81,0.06,0.24,3.65,2000,0,3.6399999999999997,1.0
344,guitar hero world tour,wii,2008,misc,activision,2.33,0.97,0.0,0.35,3.65,2000,0,3.65,1.0
345,gran turismo 6,ps3,2013,racing,sony computer entertainment,0.71,1.8,0.4,0.74,3.64,2010,1,3.6499999999999995,1.0
346,jak and daxter the precursor legacy,ps2,2001,platform,sony computer entertainment,2.08,1.09,0.15,0.33,3.64,2000,0,3.65,1.0
347,pokemon snap,n64,1999,simulation,nintendo,2.23,0.68,0.66,0.06,3.63,1990,0,3.6300000000000003,1.0
348,fifa soccer 10,ps3,2009,sports,electronic arts,0.6,2.46,0.05,0.52,3.63,2000,0,3.63,1.0
349,pro evolution soccer 2008,ps2,2007,sports,konami digital entertainment,0.05,0.0,0.64,2.93,3.63,2000,0,3.62,1.0
350,call of duty ghosts,ps4,2013,shooter,activision,1.78,1.42,0.05,0.38,3.63,2010,0,3.63,1.0
351,resident evil 4,ps2,2005,action,capcom,2.08,0.83,0.46,0.25,3.62,2000,1,3.62,1.0
352,tom clancys the division,ps4,2016,shooter,ubisoft,1.28,1.61,0.15,0.57,3.61,2010,0,3.61,1.0
353,star wars battlefront,ps2,2004,shooter,lucasarts,1.93,1.22,0.03,0.44,3.61,2000,0,3.6199999999999997,1.0
354,doom ii hell on earth,pc,1994,shooter,virgin interactive,2.05,1.4,0.0,0.16,3.61,1990,1,3.61,1.0
355,the simpsons road rage,ps2,2001,racing,electronic arts,2.02,1.17,0.0,0.42,3.61,2000,0,3.61,1.0
356,cooking mama 2 dinner with friends,ds,2007,simulation,505 games,1.61,1.5,0.1,0.39,3.61,2000,1,3.6000000000000005,1.0
357,luigis mansion,gc,2001,action,nintendo,2.38,0.67,0.46,0.1,3.6,2000,0,3.61,1.0
358,star wars battlefront ii,ps2,2005,shooter,lucasarts,2.18,1.02,0.03,0.37,3.59,2000,1,3.6,1.0
359,wwf smackdown,ps,2000,fighting,thq,2.01,1.35,0.06,0.16,3.58,2000,0,3.58,1.0
360,croc legend of the gobbos,ps,1997,platform,fox interactive,1.57,1.79,0.0,0.2,3.56,1990,0,3.5600000000000005,1.0
361,grand theft auto liberty city stories,ps2,2006,action,taketwo interactive,1.56,1.4,0.07,0.5,3.54,2000,0,3.53,1.0
362,the getaway,ps2,2002,action,sony computer entertainment,1.23,1.77,0.05,0.49,3.54,2000,0,3.54,1.0
363,tomb raider iii adventures of lara croft,ps,1997,action,eidos interactive,1.66,1.58,0.12,0.18,3.54,1990,1,3.5400000000000005,1.0
364,james bond 007 agent under fire,ps2,2001,shooter,electronic arts,1.9,1.13,0.1,0.41,3.53,2000,0,3.54,1.0
365,lego star wars the video game,ps2,2005,action,eidos interactive,1.98,1.14,0.01,0.41,3.53,2000,0,3.54,1.0
366,battlefield 4,x360,2013,shooter,electronic arts,2.14,1.08,0.02,0.29,3.53,2010,1,3.5300000000000002,1.0
367,fifa soccer 11,x360,2010,sports,electronic arts,0.71,2.4,0.02,0.4,3.53,2010,0,3.53,1.0
368,rugrats in paris the movie,ps,2000,action,thq,1.96,1.33,0.0,0.23,3.52,2000,0,3.52,1.0
369,spyro 2 riptos rage,ps,1999,platform,sony computer entertainment,2.14,1.21,0.01,0.17,3.52,1990,1,3.53,1.0
370,left 4 dead,x360,2008,shooter,electronic arts,2.66,0.5,0.05,0.3,3.52,2000,1,3.51,1.0
371,mario  sonic at the olympic winter games,ds,2009,sports,sega,1.22,1.66,0.27,0.38,3.52,2000,0,3.53,1.0
372,resident evil 5,x360,2009,action,capcom,2.11,0.94,0.12,0.34,3.51,2000,1,3.51,1.0
373,donkey kong country 3 dixie kongs double trouble,snes,1996,platform,nintendo,1.17,0.5,1.75,0.08,3.51,1990,1,3.5,1.0
374,assassins creed brotherhood,x360,2010,action,ubisoft,2.84,0.39,0.03,0.24,3.5,2010,0,3.5,1.0
375,kung fu,nes,1985,action,nintendo,1.64,0.38,1.42,0.06,3.5,1980,0,3.5,1.0
376,batman arkham asylum,x360,2009,action,eidos interactive,2.2,0.97,0.02,0.31,3.5,2000,0,3.5,1.0
377,clubhouse games,ds,2006,misc,nintendo,0.59,1.83,0.73,0.35,3.5,2000,0,3.5,1.0
379,star wars battlefront 2015,xone,2015,shooter,electronic arts,1.94,1.22,0.02,0.31,3.49,2010,0,3.49,1.0
380,battlefield bad company 2,x360,2010,shooter,electronic arts,2.09,1.02,0.04,0.32,3.48,2010,1,3.4699999999999998,1.0
381,guitar hero on tour,ds,2008,misc,activision,2.11,1.01,0.01,0.35,3.48,2000,0,3.48,1.0
382,assassins creed unity,xone,2014,action,ubisoft,2.26,0.89,0.0,0.3,3.46,2010,0,3.4499999999999997,1.0
383,far cry 3,ps3,2012,shooter,ubisoft,0.88,1.75,0.1,0.72,3.45,2010,1,3.45,1.0
384,monster hunter 4,3ds,2013,roleplaying,capcom,0.0,0.0,3.44,0.0,3.44,2010,1,3.44,1.0
385,borderlands,x360,2009,shooter,taketwo interactive,2.39,0.73,0.03,0.29,3.44,2000,0,3.44,1.0
386,tekken 4,ps2,2002,fighting,namco bandai games,1.55,1.27,0.33,0.29,3.44,2000,1,3.4400000000000004,1.0
387,battlefield 4,ps4,2013,shooter,electronic arts,1.34,1.54,0.17,0.38,3.43,2010,1,3.4299999999999997,1.0
388,littlebigplanet 2,ps3,2011,platform,sony computer entertainment,1.82,1.07,0.06,0.47,3.42,2010,1,3.42,1.0
389,grand theft auto 2,ps,1998,action,taketwo interactive,1.13,2.07,0.0,0.22,3.42,1990,1,3.42,1.0
390,final fantasy iii,snes,1994,roleplaying,squaresoft,0.86,0.0,2.55,0.02,3.42,1990,1,3.4299999999999997,1.0
391,spiderman 2,ps2,2004,action,activision,1.75,1.2,0.02,0.43,3.41,2000,1,3.4000000000000004,1.0
392,f1 race,gb,1990,racing,nintendo,1.73,0.69,0.59,0.4,3.41,1990,0,3.4099999999999997,1.0
393,fifa soccer 2003,ps2,2002,sports,electronic arts,0.46,2.28,0.05,0.61,3.4,2000,0,3.3999999999999995,1.0
394,crash bash,ps,2000,misc,sony computer entertainment,1.56,1.47,0.19,0.17,3.39,2000,0,3.39,1.0
395,lego batman the videogame,x360,2008,action,warner bros interactive entertainment,2.03,1.03,0.0,0.32,3.38,2000,0,3.3799999999999994,1.0
396,metal gear solid v the phantom pain,ps4,2015,action,konami digital entertainment,1.08,1.35,0.48,0.47,3.38,2010,1,3.38,1.0
397,the legend of zelda spirit tracks,ds,2009,action,nintendo,1.43,0.94,0.74,0.27,3.38,2000,0,3.3800000000000003,1.0
398,wwf war zone,ps,1998,fighting,acclaim entertainment,2.47,0.76,0.0,0.13,3.36,1990,0,3.3600000000000003,1.0
399,the legend of zelda majoras mask,n64,2000,action,nintendo,1.9,0.67,0.73,0.06,3.36,2000,0,3.36,1.0
400,professor layton and the unwound future,ds,2008,puzzle,nintendo,0.65,1.61,0.82,0.28,3.36,2000,0,3.3600000000000003,1.0
401,rugrats search for reptar,ps,1998,adventure,thq,1.63,1.53,0.0,0.18,3.34,1990,0,3.3400000000000003,1.0
402,assassins creed iv black flag,x360,2013,action,ubisoft,1.9,1.14,0.01,0.29,3.34,2010,1,3.34,1.0
403,english training have fun improving your skills,ds,2006,misc,nintendo,0.0,0.99,2.32,0.02,3.33,2000,0,3.3299999999999996,1.0
404,james bond 007 nightfire,ps2,2002,shooter,electronic arts,1.45,1.29,0.12,0.46,3.33,2000,0,3.3200000000000003,1.0
405,ratchet  clank,ps2,2002,platform,sony computer entertainment,1.44,1.01,0.57,0.3,3.33,2000,0,3.32,1.0
406,mario party 9,wii,2012,misc,nintendo,1.15,1.17,0.76,0.24,3.32,2010,1,3.3200000000000003,1.0
407,star wars episode iii revenge of the sith,ps2,2005,action,lucasarts,1.47,1.39,0.03,0.43,3.32,2000,1,3.32,1.0
408,max payne,ps2,2001,shooter,taketwo interactive,1.99,1.05,0.05,0.22,3.31,2000,0,3.31,1.0
409,the lord of the rings the return of the king,ps2,2003,action,electronic arts,1.5,1.28,0.05,0.46,3.28,2000,0,3.29,1.0
410,assassins creed syndicate,ps4,2015,action,ubisoft,0.8,1.92,0.06,0.5,3.28,2010,0,3.28,1.0
411,destiny,xone,2014,shooter,activision,2.13,0.92,0.0,0.23,3.28,2010,0,3.28,1.0
412,true crime streets of la,ps2,2003,action,activision,1.89,1.05,0.02,0.31,3.27,2000,0,3.27,1.0
413,wii music,wii,2008,misc,nintendo,1.36,1.13,0.46,0.32,3.27,2000,0,3.27,1.0
414,gran turismo psp,psp,2009,racing,sony computer entertainment,0.5,1.59,0.31,0.87,3.27,2000,0,3.27,1.0
415,monster hunter x,3ds,2015,action,capcom,0.25,0.19,2.78,0.04,3.26,2010,0,3.26,1.0
416,tekken,ps,1995,fighting,sony computer entertainment,0.95,1.3,0.77,0.22,3.24,1990,0,3.24,1.0
417,fifa 16,xone,2015,sports,electronic arts,0.88,2.11,0.0,0.23,3.23,2010,0,3.2199999999999998,1.0
418,la noire,ps3,2011,adventure,taketwo interactive,1.27,1.33,0.12,0.51,3.23,2010,0,3.2300000000000004,1.0
419,madden nfl 16,ps4,2015,sports,electronic arts,2.33,0.3,0.0,0.59,3.22,2010,0,3.2199999999999998,1.0
420,yokai watch 2 gansohonke,3ds,2014,roleplaying,nintendo,0.03,0.0,3.18,0.0,3.22,2010,1,3.21,1.0
421,007 tomorrow never dies,ps,1999,shooter,electronic arts,1.72,1.33,0.0,0.16,3.21,1990,0,3.21,1.0
422,baseball,nes,1983,sports,nintendo,0.73,0.1,2.35,0.02,3.2,1980,0,3.2,1.0
423,killer instinct,snes,1995,fighting,nintendo,2.26,0.72,0.12,0.1,3.2,1990,0,3.1999999999999997,1.0
424,wwf smackdown 2 know your role,ps,2000,fighting,thq,1.76,1.21,0.07,0.16,3.2,2000,1,3.1999999999999997,1.0
425,crisis core final fantasy vii,psp,2007,roleplaying,square enix,1.35,0.6,0.8,0.44,3.19,2000,0,3.19,1.0
426,god of war chains of olympus,psp,2008,action,sony computer entertainment,1.48,1.01,0.04,0.66,3.19,2000,0,3.1900000000000004,1.0
427,dragon quest vi maboroshi no daichi,snes,1995,roleplaying,enix corporation,0.0,0.0,3.19,0.0,3.19,1990,0,3.19,1.0
428,dance central,x360,2010,misc,mtv games,2.15,0.77,0.01,0.26,3.19,2010,0,3.1899999999999995,1.0
429,enter the matrix,ps2,2003,action,atari,1.78,1.12,0.09,0.19,3.18,2000,0,3.18,1.0
430,super mario maker,wiiu,2015,platform,nintendo,1.18,0.87,0.93,0.2,3.18,2010,0,3.18,1.0
431,fallout new vegas,ps3,2010,roleplaying,bethesda softworks,1.52,1.08,0.1,0.47,3.17,2010,0,3.17,1.0
433,rhythm heaven,ds,2008,misc,nintendo,0.58,0.51,1.93,0.14,3.17,2000,0,3.1599999999999997,1.0
434,ace combat 04 shattered skies,ps2,2001,simulation,sony computer entertainment europe,2.06,0.56,0.38,0.17,3.17,2000,0,3.17,1.0
435,club penguin elite penguin force,ds,2008,adventure,disney interactive studios,1.88,0.98,0.0,0.3,3.16,2000,0,3.1599999999999997,1.0
436,animal crossing,gc,2001,simulation,nintendo,1.92,0.16,0.99,0.09,3.15,2000,0,3.16,1.0
437,lego batman the videogame,ds,2008,action,warner bros interactive entertainment,1.79,1.06,0.0,0.29,3.15,2000,0,3.14,1.0
438,sonic rush,ds,2005,platform,sega,1.22,1.57,0.06,0.29,3.15,2000,0,3.14,1.0
439,resident evil 6,ps3,2012,shooter,capcom,0.88,0.97,0.88,0.42,3.15,2010,1,3.15,1.0
440,halo the master chief collection,xone,2014,shooter,microsoft game studios,1.89,0.99,0.03,0.24,3.15,2010,0,3.1499999999999995,1.0
441,fifa soccer 08,ps2,2007,sports,electronic arts,0.68,0.0,0.0,2.46,3.14,2000,0,3.14,1.0
442,spiderman,ps,2000,action,activision,1.7,1.25,0.02,0.16,3.13,2000,0,3.1300000000000003,1.0
443,need for speed iii hot pursuit,ps,1998,racing,electronic arts,2.14,0.86,0.0,0.13,3.12,1990,1,3.13,1.0
